GCP PSOE,"Incident response""You are preparing incident response playbooks for your organization's Google Cloud environment. You want to pre-configure VPC Service Controls to enable rapid containment during a security incident. The perimeter should not affect normal operations until an incident occurs, but should be ready for immediate enforcement when needed. What is the recommended approach?","Create an enforced VPC Service Controls perimeter but add overly permissive ingress and egress rules, then remove those rules during an incident to tighten security.","Create a VPC Service Controls perimeter in dry run mode with the projects and restricted services pre-configured, then switch to enforced mode during an incident using the 'Enforce config' operation.",Store a Terraform configuration for the VPC Service Controls perimeter and deploy it when an incident occurs using automated infrastructure-as-code pipelines.,"Configure organization policy constraints to restrict service usage, then enable a VPC Service Controls perimeter only after containment is needed.",2,"Dry run mode allows you to pre-configure a complete perimeter without affecting production operations. Requests that violate the perimeter policy are logged but not denied. When an incident occurs, you can rapidly switch the configuration to enforced mode, which immediately starts blocking violating requests. This approach ensures the perimeter configuration is tested and validated before enforcement. Reference: https://cloud.google.com/vpc-service-controls/docs/dry-run-mode"
GCP PSOE,"Your organization uses Google Security Operations (SecOps) SOAR, and you want to create a reusable workflow that handles communication between your SOC and external customers during incidents. This workflow needs to send notifications, handle approval requests, and change case stages. You also need the ability to customize the communication method and message content when using this workflow in different parent playbooks. What should you implement?",Create a standalone playbook for each customer communication scenario and use environment groups to control which playbook triggers for specific environments.,Configure Quick Actions in the Default Case View that analysts can manually execute to send communications and update case stages during customer incidents.,"Create a playbook block with configurable input parameters for communication type and message content, and use the Siemplify > Change Case Stage action to update case progress.",Use the Playbook Simulator to create test cases for each communication scenario and export the simulated results as templates for customer-facing playbooks.,3,Playbook blocks are reusable mini-playbooks that can be incorporated into multiple parent playbooks. Input parameters make blocks flexible by allowing customization of values like communication type and message content. The Change Case Stage action updates the case workflow stage appropriately. Reference: https://cloud.google.com/chronicle/docs/soar/respond/working-with-playbooks/working-with-playbook-blocks
GCP PSOE,You are configuring Event Threat Detection custom modules in Security Command Center to detect connections to IP addresses that are associated with known threat actors in your organization's internal threat intelligence feed. You want to generate findings when VPC Flow Logs show connections to these IP addresses. What should you do?,Configure the built-in Malware: Bad IP detector to use your custom IP address list.,Export VPC Flow Logs to BigQuery and create scheduled queries to check for matches against your IP list.,Create a Configurable Bad IP custom module with your list of suspicious IP addresses from your internal threat intelligence feed.,Create a SOAR playbook that periodically scans VPC Flow Logs for matches against your threat intelligence feed.,3,The Configurable Bad IP custom module is designed specifically to detect connections to IP addresses you specify. It checks VPC Flow Logs for evidence of connections to the IP addresses you maintain in your threat intelligence feed and generates findings in Security Command Center when matches occur. Reference: https://cloud.google.com/security-command-center/docs/custom-modules-etd-overview
GCP PSOE,Your organization uses Security Command Center Enterprise tier and has numerous vulnerability findings across your Google Cloud environment. You need to implement a strategy to prioritize remediation efforts for vulnerabilities that pose the greatest risk to your business-critical resources. What should you do?,Filter vulnerability findings by CVSS score and remediate all critical and high severity findings before addressing medium and low severity findings.,Export all vulnerability findings to BigQuery and create dashboards that sort findings by creation date to address the most recent findings first.,Create custom compliance policies in Security Health Analytics that map vulnerability categories to business-critical systems for reporting.,"Define a high-value resource set with resource value configurations, then prioritize vulnerability findings by their attack exposure scores.",4,"Security Command Center calculates attack exposure scores based on how vulnerabilities expose designated high-value resources. The score considers attack paths and the priority values assigned to resources, enabling effective prioritization of remediation efforts based on actual business impact. Reference: https://cloud.google.com/security-command-center/docs/attack-exposure-learn"
GCP PSOE,"Your organization wants to perform proactive threat hunting across GKE clusters to identify suspicious Kubernetes API activity that could indicate an ongoing attack. You need to query historical data about pod creation, RBAC modifications, and secret access attempts. Which approach provides the most comprehensive visibility for this threat hunting scenario?","Enable GKE Data Access audit logs and use Logs Explorer to query k8s_cluster resource type logs for pod, RBAC, and secret operations.",Query Container Threat Detection findings in Security Command Center to identify all suspicious Kubernetes API calls made in the past 30 days.,Configure GKE workload configuration auditing at the Advanced tier to enable detailed API request logging for threat hunting.,Use the GKE Security Posture dashboard to review historical threat findings and configuration violations across all clusters.,1,"GKE Data Access audit logs capture read operations including secret access and RBAC queries, while Admin Activity logs capture write operations like pod creation and RBAC modifications. The k8s_cluster resource type in Cloud Logging contains Kubernetes API server audit logs that provide visibility into all these operations. Data Access logs must be explicitly enabled as they are disabled by default. Reference: https://cloud.google.com/kubernetes-engine/docs/how-to/audit-logging"
GCP PSOE,Your organization is reviewing Access Transparency logs as part of establishing a baseline for Google personnel access patterns. You need to identify the business justification for each access event and correlate it with active support tickets. Which field in Access Transparency log entries provides the justification reason?,The authenticationInfo field with principalEmail attribute,The metadata field with justification_code attribute,The reason field with type and detail attributes including case numbers,The protoPayload field with accessReason attribute,3,Access Transparency log entries include a reason field that contains the type of justification (such as CUSTOMER_INITIATED_SUPPORT) and detail attributes that may include case numbers. This allows correlation between access events and support tickets. Reference: https://cloud.google.com/assured-workloads/access-transparency/docs/reading-logs
GCP PSOE,You are configuring Security Command Center to prioritize vulnerability findings using Mandiant threat intelligence. You want to prioritize remediation of software vulnerabilities based on real-world threat context. Which feature provides CVE-specific exploitability and impact assessments from Mandiant to help prioritize vulnerability remediation?,Security Health Analytics custom modules configured with Mandiant CVE feeds to automatically score vulnerabilities.,Applied Threat Intelligence curated detections that match IOCs against Mandiant threat intelligence data in real time.,CVE information with exploitability and impact assessments displayed in the Top Common Vulnerabilities and Exploits heatmap on the Overview page.,Event Threat Detection built-in rules that scan logs for exploitation attempts of known CVEs in your environment.,3,Security Command Center Premium and Enterprise tiers include CVE information from Mandiant that provides exploitability and impact assessments for software vulnerabilities. The Top Common Vulnerabilities and Exploits heatmap on the Overview page summarizes these findings based on Mandiant's assessments. Reference: https://cloud.google.com/security-command-center/docs/vulnerabilities-prioritize-remediation
GCP PSOE,"Your organization has deployed Security Command Center Enterprise and is experiencing a high volume of Security Health Analytics posture findings. Security analysts report that too many irrelevant findings are creating cases, making it difficult to focus on critical issues. You need to reduce the case volume for specific low-priority findings while maintaining audit compliance. What should you do?",Create custom playbooks to automatically close cases containing low-priority findings without analyst review.,Modify the Security Health Analytics detector settings to permanently disable detection of low-priority finding categories.,Configure dynamic mute rules to filter findings that match your organization's accepted risk criteria from appearing in new cases.,Disable the SCC Enterprise - Urgent Posture Findings Connector to stop all case creation from posture findings.,3,"Dynamic mute rules allow you to mute current and future findings based on filters you define. Muted findings are hidden and silenced from default views and cases, but continue to be logged for audit and compliance purposes. When you mute all findings in a case, Security Command Center automatically closes the case. Reference: https://cloud.google.com/security-command-center/docs/how-to-mute-findings"
GCP PSOE,You are deploying a Cloud Function that will automatically remediate Security Command Center findings by modifying IAM policies on affected resources. The function needs to remove overly permissive roles when a PUBLIC_BUCKET_ACL finding is detected. What is the recommended approach for configuring the Cloud Function's identity and permissions?,Configure the Cloud Function to impersonate the Security Command Center service agent to inherit its broad organization-level permissions for remediation actions.,Grant the Cloud Functions Service Agent role (roles/cloudfunctions.serviceAgent) to the function's service account to enable remediation of any finding type detected by SCC.,"Create a dedicated service account with only the permissions required to modify Cloud Storage IAM policies, and configure the Cloud Function to use this service account as its runtime identity.","Use the default Compute Engine service account which has the Editor role, ensuring the function has sufficient permissions to perform any required remediation across all resource types.",3,"Following the principle of least privilege, you should create a dedicated service account with minimal permissions specific to the remediation actions. Cloud Functions can be configured to use a custom service account instead of the default compute service account. Reference: https://cloud.google.com/functions/docs/securing/function-identity"
GCP PSOE,"You are developing an incident containment playbook that requires rapid deployment of VPC Service Controls perimeters to isolate compromised resources. However, you are concerned that enforcement could disrupt legitimate business operations. According to Google Cloud best practices, which approach should the playbook recommend?",Create separate enforced perimeters for each project and test them individually before combining into a larger perimeter.,Deploy the service perimeter directly in enforced mode and use ingress rules to immediately allow exceptions for critical business applications.,Configure the service perimeter with all services restricted and gradually remove services from restriction as violations are reported.,"Create the service perimeter in dry run mode first, analyze the violation logs in Cloud Logging, then convert to enforced mode after validating the configuration.",4,"Dry run mode logs violations without blocking access, allowing you to validate the perimeter configuration and identify potential business disruptions before enforcement. This enables safe testing of containment measures during incident response preparation. Reference: https://cloud.google.com/vpc-service-controls/docs/dry-run-mode"
