GCP PSOE,"Platform operations""Your SOC team has identified that multiple playbooks across different environments contain identical user notification and approval workflows. You want to centralize this workflow to improve maintenance efficiency and ensure that updates automatically propagate to all playbooks using this logic. What should you do?",Use environment groups to share a single playbook across multiple environments with environment-specific variable substitution.,Create a master playbook template and use the duplicate function to copy it to all environments when updates are needed.,"Create a playbook block with input parameters for customization and output values, then insert the block into parent playbooks.",Configure scheduled jobs that periodically sync playbook configurations across all environments using the SOAR API.,3,Playbook blocks are reusable mini-playbooks that let you implement common workflows across multiple playbooks. Any edit to a block automatically affects all playbooks that incorporate it. Blocks support input parameters for customization and can return output values to the parent playbook for conditional logic. Reference: https://cloud.google.com/chronicle/docs/soar/respond/working-with-playbooks/working-with-playbook-blocks
GCP PSOE,"Data management""You are creating a Cloud Logging sink to export VPC Flow Logs to BigQuery for network security analysis. After creating the sink, you receive an error indicating that log entries cannot be written to the BigQuery dataset. You have verified that the dataset exists and is not a linked dataset. What is the most likely cause and resolution for this error?","The sink filter syntax is invalid for VPC Flow Logs, causing the sink to reject all matching log entries. Update the filter to use the correct log name format.",The sink's writer identity service account does not have the BigQuery Data Editor role on the destination dataset. Grant the BigQuery Data Editor role to the service account.,The BigQuery dataset location does not match the Cloud Logging region where the logs originate. Create a new dataset in the matching region.,The BigQuery dataset is configured with customer-managed encryption keys (CMEK) that are incompatible with Cloud Logging. Disable CMEK on the dataset.,2,"When creating a sink to route logs to BigQuery, Logging creates a service account (writer identity) that requires the BigQuery Data Editor role to write log entries to the dataset. Without this permission, the sink cannot route logs to BigQuery. Reference: https://cloud.google.com/logging/docs/export/configure_export_v2"
GCP PSOE,Your organization recently activated Security Command Center Premium and wants to leverage asset discovery capabilities. You discover that the Security Command Center API asset methods are deprecated. What is the recommended approach to view and query assets in Security Command Center?,Configure a third-party Cloud Security Posture Management (CSPM) tool to discover and catalog assets independently of Security Command Center.,"Use Cloud Asset Inventory to query and manage assets, as SCC now uses Cloud Asset Inventory for asset discovery which operates automatically.",Enable asset discovery in the Security Command Center organization settings and continue using the Security Command Center API for asset queries.,"Deploy the SCC discovery client CLI on each project to scan and inventory assets, then aggregate results in a central database.",2,Security Command Center asset management operations have been migrated to Cloud Asset Inventory. Cloud Asset Inventory discovers assets automatically and serves as the source of asset data for Security Command Center. Organizations should use Cloud Asset Inventory APIs and tools for comprehensive asset management. Reference: https://cloud.google.com/security-command-center/docs/how-to-api-configure-asset-discovery
GCP PSOE,"Your organization recently enabled Security Command Center Premium tier. After one week, Security Health Analytics generates hundreds of findings daily, many of which are related to non-production environments where strict security controls are not required. You want to reduce alert fatigue for your security team while ensuring findings are still available for audit purposes. What should you do?",Configure continuous exports to Pub/Sub with filters that exclude non-production findings from being sent to your notification system.,Delete the non-production findings manually on a weekly basis to keep the findings list manageable.,Create dynamic mute rules with filters that specify the non-production projects or folders to automatically mute current and future findings for those environments.,Disable Security Health Analytics detectors for the non-production projects to stop generating findings entirely.,3,"Dynamic mute rules automatically mute findings matching your filter criteria while keeping them available for audit and compliance purposes. Muted findings are hidden by default but can be viewed by adding mute='MUTED' to queries, maintaining audit trails while reducing analyst workload. Reference: https://cloud.google.com/security-command-center/docs/how-to-mute-findings"
GCP PSOE,Your security team needs to write a YARA-L detection rule in Google Security Operations (SecOps) that triggers when a user performs sensitive actions while having an elevated risk score from established behavioral baselines. The rule must incorporate entity risk scores from the Risk Analytics feature. What is the correct approach to retrieve and use entity risk scores in a YARA-L rule?,Join an entity with a UDM event using the graph source qualifier and specify a risk window size of either 86400 seconds (24 hours) or 604800 seconds (7 days) in the rule.,Create an entity-only rule using the ENTITY_RISK_CHANGE event type without specifying any risk window parameters in the rule definition.,Configure custom risk score thresholds in the Settings page and reference those thresholds using reference lists in the YARA-L rule events section.,Query the entity context directly using the udm source qualifier and calculate risk scores dynamically within the outcome section of the rule.,1,"According to Google SecOps documentation, to retrieve an entity risk score you must join an entity with a UDM event and retrieve the specified field from EntityRisk. The only supported risk windows are 24 hours (86,400 seconds) or 7 days (604,800 seconds). Using inconsistent windows or omitting the risk window size leads to inaccurate results. Reference: https://cloud.google.com/chronicle/docs/detection/yara-l-entity-risk-score"
GCP PSOE,You are developing a threat hunting hypothesis in Google Security Operations (SecOps) to identify anomalous behavior by privileged users. You need to correlate user login events with entity context from Active Directory to identify when administrator accounts access systems outside their normal working hours. Which approach enables this context-aware detection?,Create a single-event detection rule that checks the principal.user.attribute.roles field within individual login events to identify administrator logins.,Use UDM Search to filter login events by timestamp and manually cross-reference each user against the Active Directory organizational unit export.,Export login events to BigQuery and join them with a manually uploaded Active Directory table to identify administrator accounts.,Create a YARA-L rule that joins UDM login events with entity context from the entity graph using a shared user identifier and filters on the ADMINISTRATOR role type.,4,"Google SecOps enriches entities with context from sources like Active Directory and stores this in the entity graph. Detection rules can join UDM events with entity context using the graph namespace to access attributes like user roles, enabling context-aware detections that consider organizational hierarchy and permissions. Reference: https://cloud.google.com/chronicle/docs/detection/context-aware-analytics"
GCP PSOE,You are planning to implement Event Threat Detection custom modules for your enterprise and need to understand the service limits. Your organization plans to create custom modules for detecting connections to multiple threat intelligence feeds with different IP address lists. What is the default quota limit for creating custom modules per organization?,500 custom modules per organization,100 custom modules per organization,200 custom modules per organization,50 custom modules per organization,3,"The default quota limit for creating Event Threat Detection custom modules is 200 per organization. Additionally, each custom module has a size limit of 6 MB, and there is a limit of 200 custom module findings per parent resource (organization or project) per hour. Reference: https://cloud.google.com/security-command-center/docs/custom-modules-etd-overview"
GCP PSOE,Your organization uses Security Command Center Premium and wants to implement automated remediation for security findings using Cloud Run functions. The function needs to modify IAM policies on affected resources when specific vulnerability findings are detected. Which IAM configuration follows the principle of least privilege for the Cloud Run function's service account?,Configure the Cloud Run function to use the Security Command Center service agent account since it already has access to findings and resources being monitored.,Assign the roles/securitycenter.admin role to the Cloud Run function service account so it can access all SCC findings and remediate any detected security issues.,Use the Compute Engine default service account with roles/editor assigned at the organization level to ensure the function can remediate any resource type across all projects.,"Create a dedicated service account with roles/storage.admin on specific buckets and roles/compute.securityAdmin on specific projects, then assign this service account to the Cloud Run function.",4,"Following the principle of least privilege, you should create a dedicated service account with only the specific permissions needed for remediation tasks. By scoping permissions to specific resources (buckets, projects) rather than organization-wide, you limit the potential blast radius if the service account is compromised. Reference: https://cloud.google.com/functions/docs/concepts/iam"
GCP PSOE,Your organization wants to test the impact of implementing stricter VPC Service Controls perimeters to protect sensitive projects before enforcing them as part of your security hardening initiative. You need to understand what traffic would be blocked without disrupting current operations. What should you do?,Create a duplicate test environment with identical configurations and implement the enforced perimeter there first.,Enable VPC Flow Logs on all subnets and analyze the traffic patterns to determine what communications would be blocked by the perimeter.,Configure the VPC Service Controls perimeter in dry run mode and analyze violation logs in Cloud Logging to identify requests that would be denied.,"Implement the enforced perimeter during a maintenance window and monitor for errors, then roll back if issues occur.",3,Dry run mode logs violations as though the perimeters are enforced but does not prevent access to restricted services. This allows you to understand the impact on existing workloads and identify necessary access level configurations before enforcement. Violation logs can be queried in Cloud Logging for analysis. Reference: https://cloud.google.com/vpc-service-controls/docs/dry-run-mode
GCP PSOE,You are hunting for evidence of data exfiltration attempts in your Google Cloud environment. You have enabled Data Access audit logs for BigQuery and stored them in a Cloud Logging bucket. You want to identify queries that accessed tables containing sensitive data and wrote results to external projects. What is the most effective method to analyze these logs?,Configure Event Threat Detection to automatically detect BigQuery data exfiltration by enabling the exfiltration detector module.,Export the audit logs to Cloud Storage and use Cloud Data Loss Prevention to scan the logs for sensitive data patterns.,Use the Logs Explorer with a filter for bigquery.googleapis.com/data_access and manually review each log entry for suspicious activity.,Use Log Analytics SQL queries to filter Data Access logs for BigQuery jobs where the destination table project differs from the source table project.,4,Log Analytics allows you to write SQL queries to analyze the structured fields in BigQuery audit logs. You can filter for InsertJob events and compare the source and destination project fields to identify cross-project data movements. The protoPayload.metadata fields contain detailed job configuration information for this analysis. Reference: https://cloud.google.com/logging/docs/analyze/query-and-view
